,id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price,most_similar
2405,2405,Di Linh,96,7,6,0,12.65,"[3857, 3986, 4831, 3880, 1375]"
2406,2406,Cát Tiên,76,14,8,1,6.63,"[737, 1277, 3862, 2932, 3618]"
2407,2407,Đức Trọng,173,13,13,0,11.92,"[1589, 3997, 3159, 3516, 4070]"
2408,2408,Đơn Dương,181,8,9,0,13.45,"[1051, 969, 619, 3148, 3686]"
2409,2409,Đơn Dương,217,5,8,1,14.22,"[1087, 3877, 1703, 3484, 544]"
2410,2410,Di Linh,142,11,11,1,9.16,"[1719, 1916, 1870, 3344, 2783]"
2411,2411,Lạc Dương,55,12,15,0,13.1,"[4750, 246, 3745, 779, 4298]"
2412,2412,Đạ Tẻh,173,12,7,0,4.51,"[3706, 1803, 4861, 4087, 1432]"
2413,2413,Đam Rông,144,15,6,0,10.84,"[2605, 428, 3988, 4293, 2127]"
2414,2414,Lâm Hà,136,14,15,1,4.12,"[505, 1477, 4987, 4761, 4583]"
2415,2415,Lâm Hà,212,6,9,1,13.62,"[97, 908, 150, 700, 4636]"
2416,2416,Lâm Hà,215,7,13,1,10.24,"[2695, 3818, 537, 3985, 2994]"
2417,2417,Bảo Lâm,63,14,8,0,2.45,"[166, 3451, 1771, 999, 2666]"
2418,2418,Bảo Lộc,190,13,6,1,7.63,"[973, 479, 4819, 4855, 3095]"
2419,2419,Đơn Dương,209,12,15,1,10.13,"[2546, 1399, 1001, 1216, 394]"
2420,2420,Đà Lạt,207,6,6,0,4.53,"[797, 1867, 3010, 4779, 331]"
2421,2421,Cát Tiên,162,11,12,1,14.36,"[3346, 195, 2286, 1903, 1348]"
2422,2422,Lạc Dương,226,13,7,0,5.17,"[3415, 4359, 20, 2255, 4275]"
2423,2423,Bảo Lâm,182,10,5,0,13.58,"[4941, 1185, 1626, 1241, 3894]"
2424,2424,Đơn Dương,250,12,9,0,14.14,"[683, 3916, 3747, 969, 4865]"
2425,2425,Bảo Lộc,51,15,11,1,14.63,"[3170, 1350, 1673, 4589, 1998]"
2426,2426,Đức Trọng,198,9,11,0,6.51,"[3782, 2725, 714, 4107, 1613]"
2427,2427,Lạc Dương,203,6,6,1,13.48,"[1884, 204, 4933, 4167, 1310]"
2428,2428,Di Linh,212,9,5,1,14.08,"[2450, 2926, 1975, 1193, 1024]"
2429,2429,Đức Trọng,210,9,8,1,14.32,"[2545, 4286, 3896, 2955, 2745]"
2430,2430,Đạ Tẻh,69,12,12,0,13.23,"[2971, 3861, 3653, 149, 3394]"
2431,2431,Bảo Lộc,225,11,10,0,4.01,"[3209, 2058, 2704, 1722, 1431]"
2432,2432,Đơn Dương,145,12,6,0,13.19,"[2081, 4544, 155, 3651, 3148]"
2433,2433,Đức Trọng,116,10,12,1,14.37,"[1435, 2027, 1178, 1583, 805]"
2434,2434,Đạ Tẻh,190,10,9,0,2.17,"[1432, 4213, 223, 1954, 2554]"
2435,2435,Đơn Dương,79,15,11,1,6.38,"[4560, 1143, 1119, 2351, 873]"
2436,2436,Lâm Hà,86,12,11,0,8.99,"[1565, 1582, 4823, 4185, 4622]"
2437,2437,Lâm Hà,60,14,12,1,13.96,"[903, 915, 66, 3207, 4749]"
2438,2438,Lâm Hà,207,5,10,1,6.83,"[921, 2983, 1206, 4498, 3409]"
2439,2439,Đức Trọng,111,15,15,1,10.11,"[4857, 3734, 1495, 4716, 1624]"
2440,2440,Cát Tiên,174,10,5,1,9.36,"[1877, 2031, 2732, 3079, 1366]"
2441,2441,Bảo Lâm,122,5,12,0,8.92,"[3107, 3299, 139, 2244, 3396]"
2442,2442,Đam Rông,152,7,7,1,2.86,"[1811, 3041, 2550, 303, 4813]"
2443,2443,Lạc Dương,111,8,12,0,6.92,"[8, 2801, 2176, 4555, 4597]"
2444,2444,Bảo Lâm,115,11,9,0,8.32,"[1707, 2241, 4147, 1204, 2710]"
2445,2445,Lạc Dương,195,12,14,0,11.73,"[3020, 671, 2921, 2110, 3479]"
2446,2446,Cát Tiên,62,5,11,1,11.2,"[2596, 3235, 2777, 4454, 1130]"
2447,2447,Đạ Tẻh,146,10,9,0,9.58,"[470, 4201, 258, 951, 109]"
2448,2448,Đơn Dương,82,11,9,0,1.37,"[3558, 3205, 1392, 2143, 4688]"
2449,2449,Đà Lạt,231,6,12,1,6.13,"[4731, 4770, 1274, 3931, 3513]"
2450,2450,Di Linh,203,10,7,1,14.68,"[1975, 2926, 2428, 1193, 3715]"
2451,2451,Đạ Huoai,127,6,11,0,9.76,"[759, 181, 4891, 4143, 3050]"
2452,2452,Bảo Lộc,139,14,11,1,5.25,"[4074, 1614, 1196, 535, 1283]"
2453,2453,Đam Rông,110,10,15,1,9.26,"[3576, 4132, 2646, 764, 1154]"
2454,2454,Đức Trọng,226,13,12,1,14.37,"[4407, 1785, 2643, 501, 2996]"
2455,2455,Đạ Huoai,187,6,9,0,7.96,"[1769, 4787, 2158, 759, 3731]"
2456,2456,Cát Tiên,175,7,7,1,5.58,"[4035, 2311, 2214, 4633, 721]"
2457,2457,Lạc Dương,174,8,14,0,4.55,"[3228, 2904, 1530, 4781, 2803]"
2458,2458,Đam Rông,167,14,12,1,11.83,"[1942, 2647, 4656, 4187, 1631]"
2459,2459,Đà Lạt,172,9,12,0,3.07,"[4310, 1068, 1108, 3274, 986]"
2460,2460,Bảo Lâm,81,15,7,1,14.86,"[3489, 4665, 4436, 1899, 2757]"
2461,2461,Lâm Hà,218,15,13,0,2.1,"[651, 3278, 1896, 1754, 688]"
2462,2462,Đạ Tẻh,187,15,7,1,13.67,"[2057, 3273, 3046, 1365, 4722]"
2463,2463,Di Linh,144,10,5,1,2.59,"[3547, 1659, 2343, 1670, 3855]"
2464,2464,Bảo Lộc,100,9,9,1,10.59,"[452, 3923, 2063, 1933, 4860]"
2465,2465,Đam Rông,76,11,6,1,10.4,"[2316, 3833, 2652, 116, 1284]"
2466,2466,Di Linh,232,7,12,0,3.06,"[3104, 3639, 2013, 1050, 249]"
2467,2467,Đơn Dương,178,6,13,1,2.62,"[2911, 3302, 4675, 3306, 1668]"
2468,2468,Đức Trọng,63,8,9,0,14.96,"[3298, 4736, 2679, 1320, 1816]"
2469,2469,Lạc Dương,153,15,15,1,2.68,"[3199, 2106, 471, 3764, 935]"
2470,2470,Đam Rông,102,8,6,0,10.49,"[851, 2253, 2489, 4380, 4858]"
2471,2471,Đơn Dương,249,8,15,0,7.18,"[654, 917, 819, 2609, 3085]"
2472,2472,Đức Trọng,104,10,8,0,6.11,"[4854, 3703, 3874, 3882, 1271]"
2473,2473,Đà Lạt,143,12,10,1,3.36,"[359, 2628, 4592, 2162, 2098]"
2474,2474,Bảo Lâm,143,15,14,0,9.42,"[1516, 3829, 1799, 31, 3579]"
2475,2475,Di Linh,145,6,11,1,6.24,"[3667, 781, 4919, 4950, 283]"
2476,2476,Đạ Huoai,187,13,9,1,4.61,"[3474, 4216, 360, 3724, 4325]"
2477,2477,Đạ Huoai,123,7,7,0,9.46,"[3320, 4767, 3873, 856, 4751]"
2478,2478,Đạ Tẻh,118,9,6,0,2.76,"[1810, 499, 4647, 1442, 4797]"
2479,2479,Lâm Hà,54,15,15,0,13.9,"[2128, 4523, 3395, 4622, 3633]"
2480,2480,Di Linh,110,11,11,0,7.72,"[842, 4257, 4540, 2247, 3906]"
2481,2481,Đà Lạt,157,8,6,1,6.03,"[219, 481, 1111, 3901, 727]"
2482,2482,Đơn Dương,232,12,11,0,6.97,"[4311, 519, 2496, 1513, 2896]"
2483,2483,Lâm Hà,134,7,9,1,4.47,"[3510, 3795, 1268, 3737, 2141]"
2484,2484,Cát Tiên,110,13,10,0,5.07,"[4054, 2985, 1173, 4618, 4959]"
2485,2485,Cát Tiên,81,12,8,1,1.22,"[898, 4370, 4391, 4127, 38]"
2486,2486,Đà Lạt,131,5,9,1,6.66,"[2860, 837, 4512, 2539, 1385]"
2487,2487,Bảo Lộc,222,13,8,0,4.06,"[1607, 663, 3780, 3016, 2704]"
2488,2488,Di Linh,167,9,15,0,14.0,"[2146, 4248, 1883, 1103, 4792]"
2489,2489,Đam Rông,144,7,6,0,12.21,"[851, 2470, 4594, 4342, 2789]"
2490,2490,Cát Tiên,115,8,9,1,11.01,"[4921, 2777, 1445, 1162, 130]"
2491,2491,Cát Tiên,111,10,5,1,3.36,"[823, 4208, 2119, 1681, 2876]"
2492,2492,Bảo Lâm,212,8,13,0,10.52,"[4881, 2963, 3604, 1464, 400]"
2493,2493,Đà Lạt,99,7,7,0,8.75,"[295, 4195, 4501, 1770, 2102]"
2494,2494,Đạ Huoai,179,12,8,1,9.94,"[325, 608, 3474, 4733, 3255]"
2495,2495,Bảo Lộc,134,8,6,0,10.68,"[3620, 1000, 4740, 3066, 4376]"
2496,2496,Đơn Dương,232,14,11,0,10.1,"[683, 4311, 2482, 3916, 1513]"
2497,2497,Đơn Dương,126,5,6,0,2.18,"[2123, 854, 1951, 4599, 4466]"
2498,2498,Đạ Huoai,235,15,11,1,7.8,"[3615, 4098, 1760, 3161, 360]"
2499,2499,Đam Rông,141,7,9,1,6.6,"[303, 3994, 3331, 3471, 549]"
2500,2500,Đam Rông,62,11,7,0,3.11,"[2978, 2724, 1057, 1367, 2656]"
2501,2501,Bảo Lâm,52,5,10,1,8.7,"[4223, 1391, 4234, 1467, 2174]"
2502,2502,Đạ Huoai,160,10,11,0,13.83,"[1894, 3577, 4386, 1685, 3073]"
2503,2503,Đà Lạt,213,5,14,0,1.85,"[3567, 2172, 3903, 1094, 2575]"
2504,2504,Lạc Dương,50,6,10,1,10.64,"[3062, 214, 275, 1699, 866]"
2505,2505,Đạ Tẻh,148,11,6,0,8.65,"[4087, 4581, 897, 2447, 470]"
2506,2506,Cát Tiên,72,14,13,0,9.36,"[4142, 2092, 3338, 1319, 2977]"
2507,2507,Cát Tiên,228,15,15,0,14.48,"[2981, 124, 3819, 1230, 2179]"
2508,2508,Đà Lạt,117,15,9,0,3.19,"[4629, 3763, 1804, 667, 1303]"
2509,2509,Đà Lạt,235,7,15,1,5.62,"[1274, 3513, 3931, 1202, 2671]"
2510,2510,Bảo Lộc,236,11,10,1,12.73,"[586, 366, 2356, 940, 40]"
2511,2511,Bảo Lộc,213,10,5,1,12.01,"[1457, 2139, 479, 4937, 4578]"
2512,2512,Đam Rông,166,15,7,1,9.82,"[3307, 2840, 3142, 4988, 3511]"
2513,2513,Lạc Dương,168,9,5,1,11.8,"[3321, 4870, 2586, 1572, 2987]"
2514,2514,Đam Rông,118,14,11,1,1.44,"[4983, 25, 1861, 4485, 4469]"
2515,2515,Bảo Lâm,78,13,10,0,12.37,"[257, 157, 1707, 2771, 4699]"
2516,2516,Đạ Huoai,167,10,7,1,4.53,"[3724, 627, 1325, 4016, 2742]"
2517,2517,Đam Rông,117,13,5,0,1.57,"[3817, 838, 2656, 469, 3072]"
2518,2518,Đạ Huoai,170,10,5,0,3.79,"[2672, 1693, 2855, 4803, 1980]"
2519,2519,Đạ Tẻh,85,15,8,1,2.75,"[3231, 4815, 2825, 602, 2901]"
2520,2520,Đơn Dương,228,6,9,1,0.8,"[2070, 4561, 4403, 2841, 3306]"
2521,2521,Đà Lạt,190,13,14,1,3.41,"[2221, 4371, 841, 2348, 1073]"
2522,2522,Đạ Tẻh,111,8,11,1,2.56,"[4679, 244, 2846, 1747, 643]"
2523,2523,Đạ Huoai,176,14,8,0,8.61,"[4980, 1235, 507, 3544, 1980]"
2524,2524,Lâm Hà,224,13,7,1,13.05,"[4962, 1351, 985, 1116, 3562]"
2525,2525,Bảo Lộc,96,5,15,1,5.08,"[3036, 1824, 3552, 3806, 2006]"
2526,2526,Đạ Huoai,208,9,10,0,8.32,"[2158, 2388, 3731, 3983, 4177]"
2527,2527,Đạ Huoai,73,8,15,0,5.96,"[2365, 4479, 4591, 1091, 4891]"
2528,2528,Đức Trọng,127,13,9,0,5.86,"[1807, 385, 408, 4110, 3206]"
2529,2529,Lạc Dương,75,5,6,0,9.42,"[4802, 1306, 362, 3926, 3825]"
2530,2530,Đam Rông,211,14,14,1,13.67,"[4226, 1868, 1691, 4187, 2458]"
2531,2531,Đạ Tẻh,134,10,11,0,4.17,"[1954, 709, 1152, 109, 1779]"
2532,2532,Bảo Lộc,182,7,7,1,10.5,"[3173, 4937, 3963, 3978, 3329]"
2533,2533,Đạ Tẻh,209,5,10,0,10.76,"[3770, 2819, 1429, 518, 661]"
2534,2534,Đạ Tẻh,174,9,14,0,2.54,"[1486, 3777, 720, 709, 2712]"
2535,2535,Lạc Dương,78,13,15,0,1.34,"[556, 1953, 4816, 3573, 4754]"
2536,2536,Bảo Lộc,72,13,11,0,6.63,"[974, 2797, 2864, 4964, 4753]"
2537,2537,Đà Lạt,97,6,7,1,14.52,"[4263, 3005, 1054, 3506, 3785]"
2538,2538,Bảo Lâm,227,5,10,1,8.69,"[3766, 4007, 4970, 2560, 2648]"
2539,2539,Đà Lạt,133,5,10,1,2.98,"[2860, 837, 4512, 290, 1478]"
2540,2540,Đà Lạt,248,7,11,0,10.32,"[4324, 3200, 2589, 4701, 1147]"
2541,2541,Cát Tiên,223,13,13,1,8.03,"[1746, 662, 2286, 4411, 1903]"
2542,2542,Đạ Huoai,88,7,8,1,5.81,"[3163, 3154, 4460, 2850, 1937]"
2543,2543,Đam Rông,249,13,9,0,12.16,"[1574, 2565, 1550, 4893, 987]"
2544,2544,Di Linh,76,6,8,0,13.87,"[4514, 3986, 1578, 3857, 2405]"
2545,2545,Đức Trọng,181,7,7,1,13.48,"[1049, 4840, 2745, 2429, 1192]"
2546,2546,Đơn Dương,220,13,14,1,9.46,"[394, 2419, 1399, 756, 3502]"
2547,2547,Di Linh,77,12,5,0,7.54,"[4829, 1695, 1190, 4148, 2624]"
2548,2548,Di Linh,80,6,11,1,8.8,"[123, 3317, 4500, 337, 1553]"
2549,2549,Lâm Hà,198,6,14,0,9.46,"[3373, 151, 1643, 3843, 3606]"
2550,2550,Đam Rông,133,5,8,1,1.95,"[4569, 2442, 303, 4813, 1811]"
2551,2551,Di Linh,163,5,13,0,2.74,"[173, 4300, 1168, 4338, 14]"
2552,2552,Cát Tiên,208,6,6,0,6.09,"[2826, 1139, 1841, 4985, 606]"
2553,2553,Bảo Lâm,173,5,10,0,10.08,"[4484, 3009, 139, 2887, 3107]"
2554,2554,Đạ Tẻh,249,10,10,0,3.13,"[2434, 407, 3225, 720, 1432]"
2555,2555,Lâm Hà,180,7,9,0,13.17,"[828, 413, 1902, 2662, 3571]"
2556,2556,Lâm Hà,54,9,10,0,13.05,"[2935, 2248, 3848, 2956, 4823]"
2557,2557,Cát Tiên,71,9,13,0,11.61,"[1549, 2852, 930, 4100, 2854]"
2558,2558,Đạ Tẻh,229,14,5,1,3.69,"[2626, 3305, 3134, 1188, 3404]"
2559,2559,Đạ Tẻh,84,6,12,0,14.56,"[4330, 3863, 2164, 1221, 4762]"
2560,2560,Bảo Lâm,201,6,9,1,11.65,"[4600, 2177, 3421, 2538, 3766]"
2561,2561,Đơn Dương,56,14,10,0,14.35,"[1146, 2573, 744, 3707, 2043]"
2562,2562,Đạ Huoai,240,10,9,0,0.8,"[4632, 913, 3357, 1693, 1165]"
2563,2563,Lạc Dương,127,6,9,0,4.9,"[731, 440, 1227, 3334, 4233]"
2564,2564,Cát Tiên,50,8,10,0,2.91,"[2951, 886, 323, 787, 1173]"
2565,2565,Đam Rông,236,13,10,0,14.26,"[1574, 2543, 4304, 987, 1550]"
2566,2566,Đức Trọng,150,10,12,0,12.95,"[45, 4070, 4161, 3516, 1589]"
2567,2567,Đà Lạt,214,7,6,0,13.54,"[287, 1525, 869, 2847, 1122]"
2568,2568,Đức Trọng,191,5,11,1,10.47,"[138, 3815, 4728, 3445, 636]"
2569,2569,Lạc Dương,71,5,14,0,13.27,"[811, 1234, 3745, 2871, 270]"
2570,2570,Di Linh,53,8,6,1,5.68,"[4056, 4981, 2650, 2907, 712]"
2571,2571,Đà Lạt,168,5,14,0,7.05,"[3028, 1094, 3773, 2045, 2172]"
2572,2572,Bảo Lâm,104,11,5,1,12.3,"[4153, 4480, 4157, 1705, 1509]"
2573,2573,Đơn Dương,94,13,10,0,13.19,"[3707, 1146, 744, 2561, 3256]"
2574,2574,Di Linh,248,14,15,1,10.31,"[2894, 3414, 4746, 4029, 4179]"
2575,2575,Đà Lạt,171,6,11,0,2.25,"[2172, 3032, 1094, 2459, 3274]"
2576,2576,Di Linh,118,7,6,0,6.52,"[923, 1835, 2266, 4158, 1239]"
2577,2577,Đơn Dương,57,11,11,0,8.03,"[1592, 2114, 571, 575, 953]"
2578,2578,Đam Rông,223,14,5,1,14.77,"[1191, 1777, 510, 4988, 3307]"
2579,2579,Đơn Dương,158,14,7,1,14.46,"[1245, 370, 4794, 849, 3721]"
2580,2580,Đơn Dương,51,6,14,1,2.67,"[4267, 2080, 3739, 4556, 2008]"
2581,2581,Lạc Dương,214,12,13,0,6.4,"[2132, 3383, 539, 2193, 2110]"
2582,2582,Lâm Hà,212,9,6,1,12.29,"[4305, 1318, 379, 2387, 4636]"
2583,2583,Bảo Lâm,211,14,7,0,11.96,"[2699, 2048, 4038, 2297, 4249]"
2584,2584,Đức Trọng,215,8,7,0,14.52,"[1299, 4896, 708, 3393, 3391]"
2585,2585,Đạ Huoai,156,15,7,1,13.72,"[4648, 483, 4200, 4733, 3059]"
2586,2586,Lạc Dương,164,11,6,1,9.59,"[2776, 3321, 1970, 1540, 568]"
2587,2587,Cát Tiên,72,7,7,1,9.2,"[699, 3341, 154, 1130, 1687]"
2588,2588,Đạ Tẻh,154,5,9,1,5.52,"[1853, 2930, 4550, 1600, 2306]"
2589,2589,Đà Lạt,231,9,10,0,11.72,"[236, 2540, 869, 2207, 4324]"
2590,2590,Đạ Tẻh,247,8,6,1,2.21,"[2025, 1138, 2167, 2020, 547]"
2591,2591,Đức Trọng,207,11,7,0,3.29,"[1783, 1878, 4504, 3419, 1923]"
2592,2592,Di Linh,60,13,5,0,14.12,"[1020, 2747, 4829, 1695, 4148]"
2593,2593,Đà Lạt,217,15,5,0,7.28,"[1176, 1483, 2209, 4571, 3553]"
2594,2594,Lạc Dương,187,6,6,0,13.9,"[687, 3141, 4852, 2986, 2968]"
2595,2595,Di Linh,113,7,14,1,10.25,"[3317, 3871, 337, 2289, 1327]"
2596,2596,Cát Tiên,92,6,11,1,12.3,"[3235, 2777, 2446, 4921, 1326]"
2597,2597,Cát Tiên,163,15,15,1,4.62,"[2131, 3330, 4198, 416, 3646]"
2598,2598,Lạc Dương,168,14,10,1,3.13,"[701, 3127, 302, 3131, 2875]"
2599,2599,Bảo Lộc,70,6,7,0,2.96,"[2740, 1403, 3101, 2851, 3610]"
2600,2600,Đơn Dương,173,11,5,0,9.63,"[4507, 2081, 3651, 4255, 2233]"
2601,2601,Đam Rông,193,11,12,0,13.37,"[2865, 1764, 4304, 1859, 2941]"
2602,2602,Đạ Tẻh,200,14,9,0,2.02,"[1803, 4678, 4213, 799, 4861]"
2603,2603,Bảo Lâm,193,8,13,0,1.63,"[4236, 626, 703, 3238, 3924]"
2604,2604,Đạ Huoai,245,7,12,0,0.86,"[1165, 1113, 186, 3357, 4183]"
2605,2605,Đam Rông,142,14,5,0,12.81,"[2413, 428, 4585, 3988, 857]"
2606,2606,Đà Lạt,196,9,10,1,14.2,"[482, 968, 1337, 1535, 3769]"
2607,2607,Lâm Hà,201,14,9,1,4.2,"[4397, 207, 4709, 420, 4405]"
2608,2608,Di Linh,171,14,5,1,7.13,"[3711, 2617, 4424, 3460, 2360]"
2609,2609,Đơn Dương,231,5,15,0,9.35,"[4559, 1085, 3165, 2471, 1982]"
2610,2610,Đạ Tẻh,114,15,15,0,7.31,"[3645, 1875, 3751, 84, 4136]"
2611,2611,Đạ Huoai,123,9,14,1,13.6,"[803, 824, 4811, 3180, 3227]"
2612,2612,Di Linh,85,9,11,1,5.32,"[1181, 3412, 332, 3973, 1553]"
2613,2613,Bảo Lộc,124,13,8,1,9.68,"[2330, 3095, 3674, 4401, 4855]"
2614,2614,Di Linh,238,5,9,1,4.62,"[2384, 3754, 3689, 2868, 1425]"
2615,2615,Bảo Lâm,199,5,14,0,1.26,"[100, 1911, 3523, 4236, 2603]"
2616,2616,Đạ Huoai,215,7,14,1,12.39,"[327, 4080, 4954, 2698, 1267]"
2617,2617,Di Linh,136,15,5,1,6.29,"[2608, 4341, 2360, 4424, 2815]"
2618,2618,Đạ Huoai,165,13,14,1,4.75,"[4346, 1269, 770, 4008, 1514]"
2619,2619,Bảo Lộc,210,6,5,1,13.47,"[2139, 3329, 2532, 3952, 1457]"
2620,2620,Đơn Dương,100,10,5,1,12.59,"[473, 4525, 3355, 496, 1948]"
2621,2621,Lạc Dương,182,15,11,0,3.85,"[2038, 4245, 1140, 4967, 1748]"
2622,2622,Bảo Lâm,99,10,14,0,13.0,"[1924, 4182, 590, 393, 1724]"
2623,2623,Bảo Lâm,65,8,8,1,2.04,"[527, 2914, 4871, 4247, 1692]"
2624,2624,Di Linh,127,10,7,0,8.14,"[992, 1733, 2266, 2952, 1695]"
2625,2625,Đạ Tẻh,137,11,11,1,8.97,"[3354, 3525, 4461, 909, 3945]"
2626,2626,Đạ Tẻh,234,13,7,1,5.25,"[3305, 4524, 547, 3134, 2558]"
2627,2627,Di Linh,188,5,15,1,14.18,"[348, 1718, 3698, 1384, 4017]"
2628,2628,Đà Lạt,138,12,9,1,5.05,"[2473, 4592, 2098, 3069, 359]"
2629,2629,Đạ Tẻh,110,13,13,0,2.46,"[4309, 179, 2918, 902, 3853]"
2630,2630,Cát Tiên,225,14,14,0,1.68,"[4069, 3991, 1414, 729, 3378]"
2631,2631,Đà Lạt,108,8,14,0,12.31,"[1672, 3664, 4994, 2236, 147]"
2632,2632,Lâm Hà,235,5,7,1,7.69,"[3092, 3409, 2438, 4498, 908]"
2633,2633,Đơn Dương,213,7,5,1,2.48,"[3629, 4269, 3762, 2252, 978]"
2634,2634,Đà Lạt,190,14,11,0,3.53,"[4588, 301, 4170, 2130, 3630]"
2635,2635,Đơn Dương,57,8,6,0,6.42,"[3333, 760, 3827, 4466, 2168]"
2636,2636,Đức Trọng,58,5,11,0,6.41,"[2246, 4839, 2780, 3077, 1812]"
2637,2637,Lạc Dương,93,5,15,1,4.35,"[152, 212, 453, 208, 3246]"
2638,2638,Di Linh,148,15,13,1,5.97,"[4006, 445, 4281, 1839, 3461]"
2639,2639,Lâm Hà,51,5,9,1,9.81,"[29, 2723, 2141, 1028, 1443]"
2640,2640,Di Linh,233,7,6,0,10.88,"[3448, 2332, 3529, 3099, 1594]"
2641,2641,Đạ Huoai,153,14,5,0,2.6,"[2254, 3544, 641, 2658, 1408]"
2642,2642,Đạ Huoai,181,6,12,1,2.15,"[1259, 1543, 57, 1199, 4364]"
2643,2643,Đức Trọng,248,14,15,1,13.53,"[2936, 1785, 4407, 2454, 99]"
2644,2644,Bảo Lộc,214,5,5,1,2.58,"[2398, 1511, 2974, 1932, 307]"
2645,2645,Bảo Lộc,203,8,10,1,1.38,"[1422, 4939, 4686, 1474, 4440]"
2646,2646,Đam Rông,126,8,14,1,9.5,"[135, 764, 2453, 4132, 3753]"
2647,2647,Đam Rông,159,12,13,1,11.58,"[1631, 4105, 1905, 2458, 2920]"
2648,2648,Bảo Lâm,164,5,10,1,7.9,"[3336, 2696, 3048, 3505, 2538]"
2649,2649,Di Linh,238,12,9,1,13.8,"[1702, 438, 2450, 2926, 1975]"
2650,2650,Di Linh,70,9,8,1,5.68,"[2570, 924, 1670, 2907, 4981]"
2651,2651,Đạ Tẻh,219,13,6,0,14.86,"[4238, 4125, 2002, 897, 4581]"
2652,2652,Đam Rông,74,13,6,1,12.7,"[108, 1928, 2465, 274, 599]"
2653,2653,Đam Rông,98,7,7,1,8.86,"[3521, 3331, 3587, 2279, 3812]"
2654,2654,Đạ Tẻh,188,6,7,1,9.01,"[4396, 3660, 245, 2240, 3290]"
2655,2655,Bảo Lộc,119,14,12,0,5.96,"[213, 2228, 2818, 974, 4476]"
2656,2656,Đam Rông,85,11,5,0,2.33,"[1367, 2724, 2500, 2517, 4437]"
2657,2657,Đơn Dương,147,11,13,0,6.38,"[3884, 2707, 2688, 2684, 1797]"
2658,2658,Đạ Huoai,97,13,6,0,0.87,"[641, 2254, 2641, 465, 122]"
2659,2659,Đức Trọng,181,13,13,0,3.33,"[3381, 463, 1725, 538, 2820]"
2660,2660,Đam Rông,68,13,14,0,9.24,"[4320, 2, 172, 2216, 2828]"
2661,2661,Đà Lạt,114,14,15,0,7.15,"[990, 3294, 4611, 398, 4747]"
2662,2662,Lâm Hà,157,8,10,0,13.17,"[2555, 435, 828, 413, 1902]"
2663,2663,Đam Rông,130,9,15,0,4.96,"[1988, 4001, 4615, 1598, 672]"
2664,2664,Đức Trọng,63,11,12,0,2.68,"[2924, 1121, 2222, 3841, 338]"
2665,2665,Đơn Dương,208,7,8,0,9.22,"[3417, 753, 2065, 4468, 2809]"
2666,2666,Bảo Lâm,58,11,7,0,0.96,"[999, 4680, 2417, 171, 2701]"
2667,2667,Đức Trọng,219,10,13,1,7.5,"[649, 1526, 1967, 3538, 3865]"
2668,2668,Đơn Dương,132,13,8,0,8.54,"[3004, 2798, 62, 74, 3256]"
2669,2669,Di Linh,76,10,7,0,3.73,"[1081, 2339, 2781, 88, 4279]"
2670,2670,Đạ Tẻh,167,14,12,1,14.5,"[2381, 4595, 4722, 1106, 3269]"
2671,2671,Đà Lạt,188,6,14,1,7.07,"[3931, 1274, 3854, 1314, 1202]"
2672,2672,Đạ Huoai,145,9,6,0,1.92,"[2855, 2518, 465, 1693, 4018]"
2673,2673,Cát Tiên,161,13,8,0,7.41,"[2853, 4156, 4673, 3139, 467]"
2674,2674,Bảo Lâm,86,14,14,0,15.0,"[2893, 3497, 3829, 4699, 3579]"
2675,2675,Đạ Huoai,52,14,5,1,6.59,"[1014, 927, 2107, 3468, 216]"
2676,2676,Đức Trọng,152,5,11,0,3.09,"[391, 4991, 3541, 4509, 581]"
2677,2677,Bảo Lộc,162,5,6,0,9.41,"[1546, 3508, 4687, 3066, 754]"
2678,2678,Bảo Lộc,217,8,6,0,3.01,"[2250, 4499, 4558, 321, 3437]"
2679,2679,Đức Trọng,74,7,11,0,13.29,"[1320, 4824, 2689, 2713, 3298]"
2680,2680,Lạc Dương,227,9,8,0,2.69,"[2309, 543, 1788, 3672, 2201]"
2681,2681,Cát Tiên,243,10,8,0,10.09,"[371, 4850, 4354, 3550, 1575]"
2682,2682,Cát Tiên,176,9,10,0,1.32,"[2192, 55, 4906, 3503, 814]"
2683,2683,Đà Lạt,205,14,7,1,6.01,"[916, 1294, 178, 2321, 4914]"
2684,2684,Đơn Dương,180,11,13,0,9.1,"[3884, 390, 2657, 3151, 4311]"
2685,2685,Đơn Dương,114,5,6,0,9.92,"[3272, 2794, 3622, 1042, 4918]"
2686,2686,Bảo Lộc,157,15,13,0,9.62,"[2228, 3992, 573, 213, 1280]"
2687,2687,Đam Rông,224,7,6,0,2.11,"[933, 4520, 1809, 351, 2744]"
2688,2688,Đơn Dương,103,11,13,0,8.07,"[953, 554, 2657, 571, 1132]"
2689,2689,Đức Trọng,50,5,10,0,12.89,"[3298, 2679, 3077, 1805, 1816]"
2690,2690,Lạc Dương,176,6,14,1,13.27,"[3696, 1104, 1009, 2800, 3887]"
2691,2691,Bảo Lộc,212,11,12,1,5.41,"[2302, 4048, 2023, 4915, 1358]"
2692,2692,Đạ Tẻh,219,9,10,0,10.57,"[3168, 2819, 1429, 518, 4125]"
2693,2693,Lâm Hà,125,6,8,0,6.44,"[1053, 1682, 1026, 4505, 3665]"
2694,2694,Bảo Lâm,108,15,5,0,5.77,"[3741, 1771, 2833, 2032, 171]"
